state_0,state_1,action_0
-0.64388925,-0.020894865,-0.9999987
-0.6654014,-0.021512138,-0.99999326
-0.6873818,-0.021980397,-0.9999621
-0.7096826,-0.0223008,-0.9997647
-0.7321588,-0.022476187,-0.99865305
-0.75466883,-0.022510044,-0.9927427
-0.77707046,-0.022401635,-0.96846366
-0.7992017,-0.022131275,-0.87711906
-0.82080925,-0.021607518,-0.556599
-0.8413064,-0.020497173,0.19666839
-0.8594705,-0.0181641,0.8155575
-0.8742973,-0.014826861,0.837085
-0.88569736,-0.011400074,0.8505142
-0.8936094,-0.007912033,0.86331713
-0.8979872,-0.0043777754,0.8753884
-0.89879817,-0.00081100536,0.9080248
-0.89599085,0.0028073452,0.9406264
-0.8895254,0.0064654513,0.96510947
-0.8793868,0.010138611,0.98059654
-0.8655875,0.013799336,0.98913026
-0.8481664,0.017421069,0.99504316
-0.82718533,0.020981066,0.998618
-0.8027314,0.024453918,0.99970317
-0.77492064,0.027810732,0.9999654
-0.74389863,0.031022018,0.99999833
-0.709842,0.034056585,1.0
-0.67296016,0.03688186,1.0
-0.6334952,0.039464958,1.0
-0.5917209,0.041774333,1.0
-0.5479392,0.043781698,1.0
-0.5024751,0.045464087,1.0
-0.4556693,0.046805765,1.0
-0.4078695,0.047799814,1.0
-0.3594203,0.048449177,1.0
-0.31065327,0.048767023,1.0
-0.2618769,0.04877637,1.0
-0.2133679,0.048509013,1.0
-0.16536397,0.048003927,1.0
-0.11805867,0.047305305,1.0
-0.071598195,0.046460472,1.0
-0.026080273,0.04551792,1.0
0.018445296,0.04452557,1.0
0.061974693,0.0435294,1.0
0.10454718,0.042572483,1.0
0.14624162,0.041694444,1.0
0.18717283,0.04093121,1.0
0.22748792,0.04031509,1.0
0.26736295,0.039875038,1.0
0.30699998,0.03963702,1.0
0.34662443,0.03962446,1.0
0.38648307,0.039858636,1.0
0.4268421,0.040359024,1.0
-0.53223497,0.0,-0.99997175
-0.5336701,-0.0014351935,-0.9999901
-0.5365298,-0.002859655,-0.9999959
-0.54079247,-0.004262691,-0.99999803
-0.54642624,-0.0056337924,-0.99999887
-0.55338895,-0.0069627184,-0.99999917
-0.5616285,-0.008239588,-0.9999993
-0.5710835,-0.009454982,-0.9999993
-0.5816835,-0.010600049,-0.9999991
-0.5933501,-0.011666614,-0.9999987
-0.6059974,-0.012647286,-0.9999978
-0.61953294,-0.013535568,-0.9999948
-0.63385886,-0.014325946,-0.99998486
-0.64887285,-0.01501397,-0.99995285
-0.6644692,-0.015596306,-0.99985117
-0.6805399,-0.016070724,-0.99954784
-0.6969759,-0.016435994,-0.9985096
-0.71366715,-0.016691273,-0.9946835
-0.73050094,-0.016833786,-0.98144656
-0.74735284,-0.01685193,-0.9375375
-0.76405615,-0.016703298,-0.8234435
-0.7803436,-0.016287424,-0.5376743
-0.7956968,-0.015353177,0.053071737
-0.80914885,-0.013452038,0.7002678
-0.8196614,-0.010512505,0.857723
-0.82694745,-0.0072860955,0.87195396
-0.8309518,-0.0040043346,0.90030706
-0.83161354,-0.0006617555,0.9326863
-0.82888114,0.002732387,0.9557959
-0.8227324,0.006148778,0.9716325
-0.81317186,0.009560498,0.9833255
-0.80022764,0.012944243,0.99369645
-0.78394824,0.016279425,0.99812317
-0.76441157,0.01953667,0.9995501
-0.7417225,0.022689035,0.99993443
-0.71601194,0.025710588,0.9999943
-0.68743706,0.028574862,0.99999976
-0.6561823,0.031254765,1.0
-0.6224592,0.033723127,1.0
-0.5865054,0.035953756,1.0
-0.5485827,0.037922762,1.0
-0.5089727,0.039609965,1.0
-0.4679724,0.041000303,1.0
-0.42588735,0.04208504,1.0
-0.3830247,0.042862654,1.0
-0.33968538,0.043339323,1.0
-0.2961565,0.0435289,1.0
-0.25270408,0.043452397,1.0
-0.20956703,0.04313706,1.0
-0.16695194,0.04261508,1.0
-0.12502979,0.04192215,1.0
-0.08393382,0.04109596,1.0
-0.043759026,0.040174797,1.0
-0.0045627174,0.03919631,1.0
0.033633824,0.03819654,1.0
0.07084308,0.037209257,1.0
0.107108586,0.036265507,1.0
0.14250205,0.035393465,1.0
0.1771205,0.03461846,1.0
0.21108367,0.033963166,1.0
0.24453156,0.033447895,1.0
0.27762252,0.033090964,1.0
0.3105316,0.032909073,1.0
0.34344926,0.032917686,1.0
0.37658066,0.033131383,1.0
0.4101448,0.03356415,1.0
0.44437438,0.03422958,1.0
-0.43534455,0.0,-0.99999994
-0.43749875,-0.0021542006,-1.0
-0.44179153,-0.004292794,-1.0
-0.44819173,-0.0064002075,-1.0
-0.45665267,-0.008460949,-1.0
-0.46711233,-0.010459676,-1.0
-0.47949362,-0.0123813,-1.0
-0.49370474,-0.014211125,-1.0
-0.50963974,-0.01593503,-1.0
-0.5271794,-0.017539691,-1.0
-0.5461922,-0.019012837,-1.0
-0.5665358,-0.020343516,-1.0
-0.5880582,-0.021522379,-1.0
-0.6106001,-0.02254194,-1.0
-0.6339969,-0.023396814,-0.9999999
-0.65808076,-0.024083883,-0.99999905
-0.68268317,-0.024602406,-0.9999931
-0.7076372,-0.024954043,-0.99994636
-0.7327799,-0.025142739,-0.9996124
-0.7579542,-0.025174262,-0.9974403
-0.7830082,-0.025054023,-0.9863307
-0.8077867,-0.024778472,-0.9356392
-0.8320862,-0.024299506,-0.7187454
-0.8554666,-0.023380376,-0.038025618
-0.8768063,-0.021339696,0.76456
-0.8948187,-0.018012429,0.8222399
-0.9093545,-0.014535769,0.8371024
-0.92034537,-0.010990844,0.85110784
-0.9277384,-0.0073930374,0.8642676
-0.9314939,-0.003755468,0.8765123
-0.9315837,-8.980097e-05,0.9032985
-0.9279674,0.0036162743,0.94004214
-0.92059934,0.0073681073,0.9664322
-0.9094597,0.011139608,0.9814657
-0.8945583,0.014901394,0.9896897
-0.87592995,0.018628366,0.994519
-0.8536326,0.022297349,0.9983388
-0.8277476,0.02588506,0.9996357
-0.79838556,0.029362021,0.9999542
-0.7656883,0.032697238,0.9999976
-0.72983086,0.035857446,1.0
-0.69102347,0.03880738,1.0
-0.6495125,0.041510932,1.0
-0.60557956,0.043932986,1.0
-0.5595379,0.04604166,1.0
-0.5117272,0.04781068,1.0
-0.46250555,0.049221665,1.0
-0.41223952,0.050266027,1.0
-0.36129323,0.050946284,1.0
-0.3100167,0.051276527,1.0
-0.25873464,0.051282045,1.0
-0.20773654,0.0509981,1.0
-0.15726846,0.050468076,1.0
-0.10752726,0.049741205,1.0
-0.05865711,0.048870154,1.0
-0.010748348,0.04790876,1.0
0.036161713,0.04691006,1.0
0.082086466,0.045924757,1.0
0.12708664,0.04500018,1.0
0.17126633,0.04417969,1.0
0.21476881,0.04350248,1.0
0.2577725,0.04300369,1.0
0.3004872,0.042714696,1.0
0.34315073,0.042663537,1.0
0.38602605,0.042875316,1.0
0.42939863,0.043372564,1.0
-0.53074604,0.0,-0.99997467
-0.5321924,-0.0014463618,-0.99999136
-0.5350743,-0.0028819037,-0.9999964
-0.5393701,-0.004295849,-0.9999983
-0.5450477,-0.005677605,-0.999999
-0.55206454,-0.0070168474,-0.9999993
-0.5603682,-0.0083036125,-0.9999994
-0.5698966,-0.0095284,-0.9999994
-0.58057886,-0.010682281,-0.9999993
-0.5923359,-0.011757008,-0.9999989
-0.605081,-0.012745123,-0.9999981
-0.61872107,-0.013640071,-0.99999547
-0.6331574,-0.014436291,-0.9999867
-0.64828664,-0.015129296,-0.9999582
-0.66400236,-0.015715731,-0.99986595
-0.68019575,-0.016193366,-0.9995891
-0.6967567,-0.016561,-0.9986328
-0.7135746,-0.01681789,-0.9950548
-0.73053616,-0.016961545,-0.98251706
-0.7475172,-0.01698108,-0.9404708
-0.7643531,-0.016835883,-0.8301178
-0.78078145,-0.01642835,-0.5510464
-0.79629326,-0.015511805,0.034690022
-0.8099284,-0.013635178,0.69054127
-0.82063484,-0.01070641,0.8569257
-0.82811147,-0.0074765994,0.8697903
-0.8323042,-0.0041927383,0.8974527
-0.83315253,-0.00084832916,0.93068206
-0.83060277,0.0025497412,0.95444524
-0.8246308,0.005971945,0.9707539
-0.8152396,0.009391195,0.98256624
-0.80245584,0.012783779,0.9931464
-0.78632647,0.016129375,0.99793506
-0.7669275,0.01939896,0.9994848
-0.7443622,0.022565335,0.9999244
-0.71875966,0.025602533,0.99999285
-0.6902756,0.028484026,0.99999964
-0.65909296,0.031182656,1.0
-0.6254219,0.033671107,1.0
-0.58949894,0.03592296,1.0
-0.55158496,0.037913997,1.0
-0.51196134,0.039623648,1.0
-0.47092494,0.041036386,1.0
-0.42878196,0.042142976,1.0
-0.38584056,0.042941403,1.0
-0.3424032,0.043437377,1.0
-0.29875883,0.043644354,1.0
-0.2551758,0.043583047,1.0
-0.2118953,0.043280505,1.0
-0.16912647,0.042768843,1.0
-0.12704268,0.042083792,1.0
-0.0857795,0.041263178,1.0
-0.045434,0.0403455,1.0
-0.0060653137,0.03936869,1.0
0.032303788,0.038369104,1.0
0.069684625,0.037380833,1.0
0.106119886,0.036435265,1.0
0.14168078,0.03556089,1.0
0.17646411,0.034783337,1.0
0.21058966,0.03412555,1.0
0.24419776,0.03360809,1.0
0.27744725,0.033249483,1.0
0.31051388,0.03306662,1.0
0.343589,0.033075124,1.0
0.37687874,0.03328972,1.0
0.41060326,0.03372451,1.0
0.44499645,0.03439318,1.0
-0.517477,0.0,-0.99998915
-0.5190229,-0.0015458944,-0.9999972
-0.5221031,-0.0030802083,-0.9999989
-0.5266945,-0.0045914245,-0.9999995
-0.5327627,-0.0060682064,-0.99999976
-0.54026216,-0.0074994853,-0.9999998
-0.5491367,-0.008874562,-0.9999999
-0.5593199,-0.010183214,-0.9999999
-0.57073575,-0.011415818,-0.9999998
-0.5832992,-0.012563467,-0.9999997
-0.59691733,-0.013618103,-0.9999995
-0.61148995,-0.014572636,-0.9999987
-0.626911,-0.015421062,-0.9999959
-0.64306957,-0.01615856,-0.9999857
-0.65985113,-0.016781569,-0.9999474
-0.6771389,-0.017287817,-0.99982476
-0.6948152,-0.017676294,-0.9993595
-0.7127622,-0.017946936,-0.9973795
-0.73086137,-0.018099211,-0.98971754
-0.7489889,-0.018127564,-0.9612421
-0.7669938,-0.018004902,-0.87958676
-0.78465056,-0.017656762,-0.65501404
-0.80152607,-0.016875485,-0.121384025
-0.8167324,-0.015206365,0.5984459
-0.8291152,-0.0123828035,0.8498564
-0.8382395,-0.009124253,0.86178005
-0.8440464,-0.00580692,0.87724745
-0.8464876,-0.0024411464,0.91099644
-0.8455019,0.000985676,0.9410734
-0.8410485,0.004453418,0.9620068
-0.8331151,0.007933377,0.97651005
-0.82171506,0.011400022,0.9874797
-0.8068843,0.014830745,0.9955884
-0.7886822,0.018202092,0.9987657
-0.7671969,0.021485338,0.9997498
-0.7425433,0.024653615,0.99996686
-0.7148632,0.027680097,0.9999981
-0.68432605,0.030537149,1.0
-0.6511296,0.03319643,1.0
-0.61549985,0.03562975,1.0
-0.5776895,0.037810307,1.0
-0.5379753,0.03971421,1.0
-0.49665332,0.041322,1.0
-0.4540332,0.04262013,1.0
-0.41043103,0.04360217,1.0
-0.3661614,0.04426962,1.0
-0.32152915,0.044632256,1.0
-0.2768213,0.044707865,1.0
-0.23229976,0.04452153,1.0
-0.18819532,0.04410444,1.0
-0.14470291,0.043492414,1.0
-0.10197861,0.0427243,1.0
-0.06013822,0.041840386,1.0
-0.01925726,0.040880963,1.0
0.020627873,0.039885134,1.0
0.059517793,0.03888992,1.0
0.097447455,0.037929665,1.0
0.13448319,0.037035737,1.0
0.17071964,0.036236458,1.0
0.20627688,0.035557237,1.0
0.24129772,0.035020843,1.0
0.27594548,0.03464776,1.0
0.31040207,0.03445658,1.0
0.34486648,0.034464415,1.0
0.37955374,0.03468724,1.0
0.41469395,0.035140213,1.0
-0.5257668,0.0,-0.99998236
-0.5272505,-0.0014837134,-0.9999944
-0.53020686,-0.0029563175,-0.99999774
-0.5346136,-0.0044067567,-0.9999989
-0.54043776,-0.005824159,-0.9999994
-0.5476357,-0.0071979193,-0.9999996
-0.5561535,-0.008517798,-0.99999964
-0.5659275,-0.0097740255,-0.99999964
-0.5768849,-0.010957412,-0.9999996
-0.5889444,-0.012059466,-0.99999934
-0.60201687,-0.013072506,-0.99999887
-0.6160067,-0.013989778,-0.9999972
-0.6308122,-0.014805558,-0.9999914
-0.64632744,-0.015515237,-0.99997205
-0.6624428,-0.016115386,-0.99990565
-0.6790466,-0.016603766,-0.99970156
-0.69602585,-0.01697926,-0.99897367
-0.71326727,-0.017241424,-0.9961057
-0.73065585,-0.017388597,-0.9856714
-0.748068,-0.017412134,-0.9493178
-0.765345,-0.017276976,-0.85067195
-0.7822397,-0.0168947,-0.59314656
-0.79827315,-0.016033482,-0.025861561
-0.8125107,-0.014237563,0.65702164
-0.8238572,-0.011346481,0.85426426
-0.83196276,-0.008105563,0.86582565
-0.8367729,-0.0048101344,0.8880384
-0.8382328,-0.001459886,0.9236891
-0.83628255,0.0019502811,0.9497168
-0.83089167,0.0053908746,0.96767116
-0.8220574,0.008834227,0.98016644
-0.8098018,0.012255587,0.9910028
-0.7941674,0.015634427,0.99717414
-0.77522355,0.018943844,0.9992626
-0.75306785,0.022155732,0.9998801
-0.72782403,0.025243822,0.99998593
-0.6996426,0.028181449,0.9999993
-0.66870135,0.030941248,1.0
-0.63520586,0.03349547,1.0
-0.5993889,0.03581697,1.0
-0.56150836,0.037880514,1.0
-0.52184415,0.039664224,1.0
-0.48069307,0.041151065,1.0
-0.43836293,0.04233016,1.0
-0.3951651,0.043197837,1.0
-0.35140684,0.04375824,1.0
-0.30738336,0.044023477,1.0
-0.26337016,0.044013206,1.0
-0.21961637,0.043753788,1.0
-0.17633933,0.043277044,1.0
-0.13372055,0.042618785,1.0
-0.091903284,0.041817266,1.0
-0.0509916,0.040911686,1.0
-0.011050718,0.03994088,1.0
0.027891535,0.03894225,1.0
0.06584253,0.037950996,1.0
0.102842145,0.03699961,1.0
0.1389598,0.036117654,1.0
0.17429155,0.035331763,1.0
0.20895734,0.034665797,1.0
0.24309848,0.03414113,1.0
0.2768755,0.03377702,1.0
0.3104665,0.033590987,1.0
0.3440657,0.03359921,1.0
0.37788257,0.033816874,1.0
0.41214105,0.034258477,1.0
0.4470791,0.034938034,1.0
-0.45795116,0.0,-0.99999964
-0.45994034,-0.00198918,-0.99999994
-0.46390405,-0.0039637215,-1.0
-0.4698131,-0.0059090424,-1.0
-0.4776238,-0.0078106867,-1.0
-0.4872782,-0.009654406,-1.0
-0.49870446,-0.011426272,-1.0
-0.5118173,-0.013112806,-1.0
-0.5265184,-0.0147011485,-1.0
-0.54269767,-0.016179252,-1.0
-0.5602338,-0.017536089,-1.0
-0.57899565,-0.018761879,-1.0
-0.59884393,-0.019848311,-1.0
-0.61963266,-0.020788753,-0.9999999
-0.6412111,-0.021578422,-0.9999993
-0.6634256,-0.022214517,-0.999996
-0.68612194,-0.022696296,-0.99997616
-0.709147,-0.02302506,-0.9998425
-0.73235095,-0.023203973,-0.9990392
-0.7555882,-0.023237241,-0.99452955
-0.77871436,-0.023126215,-0.9748285
-0.80157083,-0.022856489,-0.89676213
-0.823921,-0.02235021,-0.60719126
-0.8452222,-0.021301178,0.13111937
-0.86427176,-0.019049563,0.8073232
-0.8799774,-0.015705671,0.8330121
-0.8922416,-0.012264189,0.84677744
-0.9010009,-0.008759321,0.8599019
-0.906207,-0.0052060895,0.87228656
-0.907825,-0.0016179766,0.89521265
-0.90581554,0.0020094796,0.9318147
-0.90012985,0.0056856778,0.95946014
-0.8907444,0.009385465,0.9774568
-0.8776631,0.013081295,0.98743844
-0.86091703,0.016746016,0.9933245
-0.84056133,0.020355677,0.99789476
-0.816674,0.023887347,0.99950993
-0.7893618,0.027312225,0.9999306
-0.758761,0.030600782,0.99999523
-0.7250392,0.033721786,0.9999999
-0.6883969,0.036642294,1.0
-0.64906836,0.03932854,1.0
-0.60732085,0.0417475,1.0
-0.563452,0.043868832,1.0
-0.517785,0.04566702,1.0
-0.47066158,0.047123417,1.0
-0.42243353,0.048228055,1.0
-0.3734526,0.04898091,1.0
-0.32406008,0.04939251,1.0
-0.27457634,0.04948376,1.0
-0.2252913,0.049285036,1.0
-0.17645666,0.048834633,1.0
-0.12827983,0.04817682,1.0
-0.08092016,0.047359675,1.0
-0.03448718,0.04643298,1.0
0.010959167,0.045446347,1.0
0.055406865,0.044447698,1.0
0.09888902,0.043482155,1.0
0.14148039,0.042591363,1.0
0.18329358,0.04181319,1.0
0.22447531,0.041181725,1.0
0.26520282,0.0407275,1.0
0.3056807,0.040477876,1.0
0.34613815,0.04045745,1.0
0.38682663,0.04068848,1.0
0.42801785,0.04119123,1.0
-0.59889007,0.0,-0.99270403
-0.59981924,-0.0009291605,-0.99594635
-0.6016756,-0.001856395,-0.99755096
-0.60444814,-0.002772485,-0.99836713
-0.60811776,-0.0036695933,-0.99876916
-0.6126584,-0.004540625,-0.9989726
-0.61803746,-0.0053790556,-0.9990559
-0.62421626,-0.006178787,-0.99904054
-0.63115036,-0.006934124,-0.9989036
-0.63879013,-0.0076397657,-0.9985854
-0.64708096,-0.008290802,-0.9979951
-0.65596366,-0.008882715,-0.99693865
-0.66537493,-0.009411272,-0.99489677
-0.675247,-0.009872067,-0.9910198
-0.68550706,-0.010260065,-0.9835955
-0.6960754,-0.010568335,-0.9672416
-0.706858,-0.010782577,-0.92916274
-0.7177281,-0.010870077,-0.8501721
-0.72849834,-0.0107702855,-0.6911306
-0.7388635,-0.0103652,-0.40808547
-0.74833626,-0.009472746,0.061426282
-0.75615615,-0.007819901,0.5993092
-0.761471,-0.005314849,0.8908682
-0.7638131,-0.002342116,0.9391966
-0.76309675,0.00071634847,0.95917785
-0.759296,0.0038007444,0.97614443
-0.75240695,0.0068890247,0.9894799
-0.7424493,0.009957683,0.99608123
-0.7294715,0.012977777,0.9987371
-0.7135479,0.015923621,0.99972594
-0.69477594,0.018771969,0.99994016
-0.67327595,0.02150002,0.9999944
-0.6491907,0.024085244,0.9999995
-0.6226857,0.026505055,1.0
-0.59394836,0.02873731,1.0
-0.56318736,0.030761024,1.0
-0.5306301,0.03255724,1.0
-0.49652013,0.034109972,1.0
-0.46111304,0.035407107,1.0
-0.42467183,0.036441203,1.0
-0.38746172,0.037210096,1.0
-0.3497445,0.037717216,1.0
-0.31177288,0.037971627,1.0
-0.27378517,0.03798772,1.0
-0.23600052,0.037784647,1.0
-0.19861503,0.03738549,1.0
-0.16179873,0.036816303,1.0
-0.12569365,0.036105078,1.0
-0.09041293,0.03528072,1.0
-0.05604081,0.03437212,1.0
-0.022633439,0.033407368,0.9999999
0.00977969,0.03241313,0.9999999
0.041193895,0.031414203,0.9999999
0.07162716,0.03043327,0.9999999
0.101117924,0.029490765,0.99999976
0.12972283,0.028604915,0.9999999
0.15751469,0.027791852,0.9999999
0.1845805,0.02706582,1.0
0.21101992,0.026439412,1.0
0.23694378,0.02592386,1.0
0.26247308,0.02552931,1.0
0.2877382,0.02526512,1.0
0.31287834,0.025140125,1.0
0.33804125,0.025162902,1.0
0.36338323,0.025341991,1.0
0.38906935,0.02568611,1.0
0.41527367,0.026204307,1.0
0.44217977,0.026906094,1.0
-0.47444117,0.0,-0.9999991
-0.47630852,-0.0018673459,-0.9999999
-0.48002934,-0.003720834,-1.0
-0.48557603,-0.005546675,-1.0
-0.49290726,-0.0073312274,-1.0
-0.5019683,-0.009061089,-1.0
-0.5126915,-0.010723203,-1.0
-0.5249965,-0.012304993,-1.0
-0.538791,-0.013794511,-1.0
-0.5539716,-0.015180608,-1.0
-0.57042474,-0.016453126,-1.0
-0.58802783,-0.017603086,-1.0
-0.6066507,-0.018622871,-0.9999999
-0.6261571,-0.019506406,-0.9999996
-0.6464064,-0.020249296,-0.9999977
-0.66725534,-0.020848932,-0.9999888
-0.6885599,-0.021304535,-0.9999414
-0.710177,-0.021617124,-0.9996569
-0.7319662,-0.021789206,-0.99814934
-0.75378966,-0.021823479,-0.9905328
-0.7755065,-0.021716831,-0.9610283
-0.79695034,-0.021443836,-0.85536593
-0.8178493,-0.020898927,-0.5039493
-0.83757293,-0.019723628,0.25902212
-0.8548863,-0.017313369,0.8215966
-0.8688719,-0.013985626,0.84089804
-0.8794455,-0.010573578,0.85400915
-0.88654804,-0.007102522,0.866508
-0.8901356,-0.0035875265,0.8791604
-0.8901768,-4.120943e-05,0.9190266
-0.8866117,0.0035650472,0.947966
-0.87940925,0.007202451,0.96976817
-0.8685622,0.010847014,0.9831462
-0.854091,0.01447125,0.99052334
-0.83604187,0.018049123,0.9965625
-0.8144829,0.021558916,0.9991162
-0.78951025,0.024972683,0.99984074
-0.76124835,0.028261883,0.9999827
-0.7298513,0.031397026,0.9999994
-0.69550425,0.034347083,1.0
-0.65842426,0.03707998,1.0
-0.6188604,0.039563823,1.0
-0.5770918,0.0417686,1.0
-0.5334237,0.043668076,1.0
-0.48818198,0.045241755,1.0
-0.44170535,0.04647663,1.0
-0.39433676,0.04736859,1.0
-0.34641352,0.04792324,1.0
-0.29825747,0.048156053,1.0
-0.25016567,0.04809181,1.0
-0.20240223,0.047763437,1.0
-0.15519191,0.047210325,1.0
-0.1087155,0.046476416,1.0
-0.06310729,0.045608208,1.0
-0.018454412,0.04465288,1.0
0.025202299,0.04365671,1.0
0.067866154,0.042663854,1.0
0.10958164,0.04171549,1.0
0.150431,0.04084937,1.0
0.19053067,0.040099658,1.0
0.23002774,0.039497055,1.0
0.26909682,0.03906907,1.0
0.30793723,0.038840424,1.0
0.3467707,0.038833465,1.0
0.38583928,0.039068587,1.0
0.42540383,0.039564554,1.0
-0.4891061,0.0,-0.999998
-0.4908643,-0.0017582307,-0.99999964
-0.49436766,-0.0035033443,-0.99999994
-0.49958995,-0.005222297,-1.0
-0.50649214,-0.006902207,-1.0
-0.5150226,-0.008530451,-1.0
-0.52511734,-0.010094766,-1.0
-0.5367007,-0.011583377,-1.0
-0.54968584,-0.012985137,-1.0
-0.5639755,-0.014289684,-1.0
-0.5794631,-0.015487598,-1.0
-0.5960337,-0.016570574,-0.9999999
-0.61356527,-0.017531577,-0.99999964
-0.63193023,-0.01836499,-0.99999857
-0.650997,-0.019066729,-0.9999931
-0.6706313,-0.019634325,-0.99997157
-0.69069827,-0.020066952,-0.9998697
-0.7110636,-0.020365344,-0.9993171
-0.7315949,-0.020531286,-0.9966944
-0.75216055,-0.020565636,-0.98467374
-0.7726202,-0.020459639,-0.94271004
-0.7927952,-0.020174984,-0.8056902
-0.81237215,-0.019576963,-0.39575428
-0.8306379,-0.018265717,0.377962
-0.84634596,-0.01570808,0.8318598
-0.8587465,-0.012400564,0.84798455
-0.8677641,-0.009017589,0.8604015
-0.87334466,-0.005580533,0.87231755
-0.8754491,-0.0021044475,0.90323746
-0.87402326,0.0014258384,0.9364846
-0.86902255,0.005000706,0.9595436
-0.86043125,0.008591298,0.97688866
-0.8482569,0.012174372,0.9870448
-0.83253413,0.015722753,0.9942527
-0.81332076,0.019213399,0.99836254
-0.7907003,0.022620419,0.99962306
-0.7647848,0.025915515,0.99995255
-0.73571426,0.029070582,0.99999714
-0.70365804,0.03205623,0.9999999
-0.6688161,0.03484195,1.0
-0.6314191,0.037396956,1.0
-0.59172755,0.039691582,1.0
-0.55002856,0.041699,1.0
-0.50663155,0.043397017,1.0
-0.46186173,0.044769816,1.0
-0.4160523,0.04580943,1.0
-0.36953557,0.046516754,1.0
-0.3226336,0.046901982,1.0
-0.2756492,0.046984408,1.0
-0.22885759,0.046791594,1.0
-0.18249956,0.046358038,1.0
-0.13677609,0.045723464,1.0
-0.0918451,0.04493099,1.0
-0.04781981,0.04402529,1.0
-0.0047688396,0.04305097,1.0
0.03728239,0.042051226,1.0
0.07834923,0.041066848,1.0
0.118484825,0.04013559,1.0
0.1577767,0.039291866,1.0
0.19634342,0.038566727,1.0
0.23433144,0.03798803,1.0
0.2719122,0.037580755,1.0
0.30927962,0.037367426,1.0
0.34664813,0.037368514,1.0
0.38425097,0.03760284,1.0
0.42233887,0.03808791,1.0
-0.44693506,0.0,-0.9999998
-0.44900498,-0.0020699222,-1.0
-0.4531297,-0.004124718,-1.0
-0.45927903,-0.006149308,-1.0
-0.46740776,-0.008128718,-1.0
-0.4774559,-0.010048157,-1.0
-0.48934904,-0.011893124,-1.0
-0.5029986,-0.013649546,-1.0
-0.51830256,-0.015303949,-1.0
-0.53514624,-0.01684367,-1.0
-0.5534033,-0.01825708,-1.0
-0.5729372,-0.019533843,-1.0
-0.59360236,-0.020665154,-1.0
-0.61524636,-0.021643978,-0.99999994
-0.6377116,-0.022465248,-0.9999997
-0.6608376,-0.023126021,-0.999998
-0.68446314,-0.02362556,-0.99998695
-0.7084285,-0.023965346,-0.9999067
-0.73257744,-0.024148934,-0.9993818
-0.7567588,-0.02418134,-0.99621695
-0.7808249,-0.024066115,-0.9812806
-0.8046196,-0.023794688,-0.9178645
-0.8279244,-0.023304775,-0.66557866
-0.8502492,-0.022324825,0.04722464
-0.870427,-0.020177811,0.79221845
-0.8872599,-0.01683286,0.8277025
-0.9006335,-0.013373603,0.8419802
-0.9104819,-0.009848426,0.8555585
-0.91675436,-0.006272433,0.8683181
-0.9194133,-0.0026589488,0.88316
-0.918429,0.0009843309,0.9186318
-0.91375095,0.004678047,0.95087004
-0.90534425,0.008406674,0.9726076
-0.89320165,0.012142604,0.9848287
-0.8773439,0.015857767,0.99153924
-0.8578164,0.019527473,0.99640787
-0.83468705,0.023129338,0.99909127
-0.80805016,0.026636895,0.99983335
-0.7780298,0.03002037,0.9999826
-0.7447812,0.033248603,0.9999995
-0.7084928,0.03628839,1.0
-0.66938776,0.039105076,1.0
-0.6277238,0.041663967,1.0
-0.58379155,0.043932267,1.0
-0.5379103,0.045881264,1.0
-0.4904217,0.047488566,1.0
-0.44168156,0.04874015,1.0
-0.39204964,0.049631935,1.0
-0.34187892,0.050170727,1.0
-0.2915046,0.05037434,1.0
-0.24123368,0.050270915,1.0
-0.19133615,0.049897514,1.0
-0.14203797,0.049298186,1.0
-0.09351623,0.04852174,1.0
-0.04589675,0.04761948,1.0
0.00074639154,0.04664314,1.0
0.04638954,0.045643147,1.0
0.09105685,0.04466732,1.0
0.13481687,0.043760017,1.0
0.17777859,0.04296172,1.0
0.22008751,0.04230893,1.0
0.26192185,0.04183435,1.0
0.3034891,0.041567232,1.0
0.3450229,0.04153379,1.0
0.3867805,0.041757625,1.0
0.42904055,0.04226006,1.0
-0.5821537,0.0,-0.99823713
-0.5832141,-0.0010604493,-0.99915695
-0.5853286,-0.0021144494,-0.9995309
-0.588482,-0.003153414,-0.99970657
-0.5926514,-0.0041694166,-0.9997924
-0.59780633,-0.005154907,-0.9998315
-0.603909,-0.006102683,-0.99984574
-0.61091495,-0.007005935,-0.9998418
-0.6187732,-0.00785829,-0.9998165
-0.6274271,-0.008653866,-0.99975544
-0.6368144,-0.009387318,-0.9996332
-0.6468683,-0.010053882,-0.9993922
-0.6575177,-0.010649378,-0.9988078
-0.6686877,-0.011170001,-0.9974983
-0.6802998,-0.011612117,-0.994985
-0.69227195,-0.011972149,-0.9887906
-0.7045155,-0.012243587,-0.9729585
-0.7169273,-0.012411792,-0.9354971
-0.7293723,-0.012445007,-0.8495569
-0.74164456,-0.012272212,-0.6751186
-0.75340825,-0.011763702,-0.3401758
-0.76409197,-0.010683726,0.21231186
-0.772806,-0.008714017,0.7369667
-0.77871484,-0.005908826,0.89607906
-0.78154755,-0.002832737,0.9310427
-0.78123647,0.00031105542,0.9527421
-0.77775073,0.0034857276,0.968953
-0.77108485,0.006665906,0.9834342
-0.76125354,0.00983131,0.9935975
-0.7482966,0.012956903,0.99790835
-0.7322824,0.016014239,0.99949884
-0.71330404,0.01897836,0.9999032
-0.6914786,0.021825433,0.99998784
